"Label","Description","Modality","Measurement","Atlas","rsf.pipeline"
"rsfMRI_fcnxpro122_falffPoint128_FrMedleft","Medial Frontal Gyrus","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint128_FrMedleft","Medial Frontal Gyrus","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint128_FrMedleft","Medial Frontal Gyrus","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint129_FrMedleft","Medial Frontal Gyrus","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint129_FrMedleft","Medial Frontal Gyrus","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint129_FrMedleft","Medial Frontal Gyrus","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint130_FrOperleft","Frontal Operculum","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint130_FrOperleft","Frontal Operculum","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint130_FrOperleft","Frontal Operculum","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint131_FrOperleft","Frontal Operculum","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint131_FrOperleft","Frontal Operculum","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint131_FrOperleft","Frontal Operculum","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint132_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint132_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint132_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint133_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint133_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint133_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint134_Insleft","Unknown Core: ins","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint134_Insleft","Unknown Core: ins","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint134_Insleft","Unknown Core: ins","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint135_Insleft","Unknown Core: ins","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint135_Insleft","Unknown Core: ins","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint135_Insleft","Unknown Core: ins","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint136_Insleft","Unknown Core: ins","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint136_Insleft","Unknown Core: ins","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint136_Insleft","Unknown Core: ins","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint137_Insleft","Unknown Core: ins","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint137_Insleft","Unknown Core: ins","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint137_Insleft","Unknown Core: ins","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint138_Insleft","Unknown Core: ins","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint138_Insleft","Unknown Core: ins","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint138_Insleft","Unknown Core: ins","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint139_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint139_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint139_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint140_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint140_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint140_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint141_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint141_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint141_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint142_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint142_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint142_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint143_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint143_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint143_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint144_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint144_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint144_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint145_PostCleft","Unknown Core: postc","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint145_PostCleft","Unknown Core: postc","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint145_PostCleft","Unknown Core: postc","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint146_PostCleft","Unknown Core: postc","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint146_PostCleft","Unknown Core: postc","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint146_PostCleft","Unknown Core: postc","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint147_PostCleft","Unknown Core: postc","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint147_PostCleft","Unknown Core: postc","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint147_PostCleft","Unknown Core: postc","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint148_PrCdleft","Unknown Core: prcd","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint148_PrCdleft","Unknown Core: prcd","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint148_PrCdleft","Unknown Core: prcd","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint149_PrCdleft","Unknown Core: prcd","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint149_PrCdleft","Unknown Core: prcd","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint149_PrCdleft","Unknown Core: prcd","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint150_PrCdleft","Unknown Core: prcd","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint150_PrCdleft","Unknown Core: prcd","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint150_PrCdleft","Unknown Core: prcd","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint151_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint151_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint151_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint152_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint152_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint152_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint153_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint153_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint153_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint154_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint154_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint154_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint155_TempOccleft","Temporo-Occipital","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint155_TempOccleft","Temporo-Occipital","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint155_TempOccleft","Temporo-Occipital","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint156_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint156_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint156_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint157_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint157_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint157_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint158_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint158_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint158_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint159_ExStrleft","Extra-Striatal","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint159_ExStrleft","Extra-Striatal","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint159_ExStrleft","Extra-Striatal","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint160_IPSleft","Unknown Core: ips","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint160_IPSleft","Unknown Core: ips","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint160_IPSleft","Unknown Core: ips","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint161_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint161_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint161_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint162_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint162_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_perafPoint162_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_falffPoint163_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
"rsfMRI_fcnxpro122_alffPoint163_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","122"
